name,uce_site,aln_site,window_start,window_stop,type,value,plot_mtx
uce-2501,-63,74,83,210,entropy,-0.0,-1
uce-2501,-62,75,83,210,entropy,-0.0,-1
uce-2501,-61,76,83,210,entropy,-0.0,-1
uce-2501,-60,77,83,210,entropy,-0.0,-1
uce-2501,-59,78,83,210,entropy,-0.0,-1
uce-2501,-58,79,83,210,entropy,-0.0,-1
uce-2501,-57,80,83,210,entropy,-0.0,-1
uce-2501,-56,81,83,210,entropy,-0.0,-1
uce-2501,-55,82,83,210,entropy,-0.0,-1
uce-2501,-54,83,83,210,entropy,0.8112781244591328,0
uce-2501,-53,84,83,210,entropy,-0.0,0
uce-2501,-52,85,83,210,entropy,-0.0,0
uce-2501,-51,86,83,210,entropy,0.8112781244591328,0
uce-2501,-50,87,83,210,entropy,1.0,0
uce-2501,-49,88,83,210,entropy,-0.0,0
uce-2501,-48,89,83,210,entropy,0.8112781244591328,0
uce-2501,-47,90,83,210,entropy,-0.0,0
uce-2501,-46,91,83,210,entropy,-0.0,0
uce-2501,-45,92,83,210,entropy,0.8112781244591328,0
uce-2501,-44,93,83,210,entropy,-0.0,0
uce-2501,-43,94,83,210,entropy,-0.0,0
uce-2501,-42,95,83,210,entropy,0.8112781244591328,0
uce-2501,-41,96,83,210,entropy,-0.0,0
uce-2501,-40,97,83,210,entropy,-0.0,0
uce-2501,-39,98,83,210,entropy,0.8112781244591328,0
uce-2501,-38,99,83,210,entropy,-0.0,0
uce-2501,-37,100,83,210,entropy,-0.0,0
uce-2501,-36,101,83,210,entropy,-0.0,0
uce-2501,-35,102,83,210,entropy,-0.0,0
uce-2501,-34,103,83,210,entropy,-0.0,0
uce-2501,-33,104,83,210,entropy,-0.0,0
uce-2501,-32,105,83,210,entropy,-0.0,0
uce-2501,-31,106,83,210,entropy,-0.0,0
uce-2501,-30,107,83,210,entropy,1.0,0
uce-2501,-29,108,83,210,entropy,0.8112781244591328,0
uce-2501,-28,109,83,210,entropy,-0.0,0
uce-2501,-27,110,83,210,entropy,-0.0,0
uce-2501,-26,111,83,210,entropy,-0.0,0
uce-2501,-25,112,83,210,entropy,-0.0,0
uce-2501,-24,113,83,210,entropy,0.8112781244591328,0
uce-2501,-23,114,83,210,entropy,-0.0,0
uce-2501,-22,115,83,210,entropy,-0.0,0
uce-2501,-21,116,83,210,entropy,-0.0,0
uce-2501,-20,117,83,210,entropy,-0.0,0
uce-2501,-19,118,83,210,entropy,-0.0,0
uce-2501,-18,119,83,210,entropy,1.0,0
uce-2501,-17,120,83,210,entropy,-0.0,0
uce-2501,-16,121,83,210,entropy,-0.0,0
uce-2501,-15,122,83,210,entropy,-0.0,0
uce-2501,-14,123,83,210,entropy,-0.0,0
uce-2501,-13,124,83,210,entropy,-0.0,0
uce-2501,-12,125,83,210,entropy,0.8112781244591328,0
uce-2501,-11,126,83,210,entropy,-0.0,0
uce-2501,-10,127,83,210,entropy,-0.0,0
uce-2501,-9,128,83,210,entropy,1.5,0
uce-2501,-8,129,83,210,entropy,-0.0,0
uce-2501,-7,130,83,210,entropy,-0.0,0
uce-2501,-6,131,83,210,entropy,0.8112781244591328,0
uce-2501,-5,132,83,210,entropy,-0.0,0
uce-2501,-4,133,83,210,entropy,-0.0,0
uce-2501,-3,134,83,210,entropy,-0.0,0
uce-2501,-2,135,83,210,entropy,-0.0,0
uce-2501,-1,136,83,210,entropy,-0.0,0
uce-2501,0,137,83,210,entropy,-0.0,0
uce-2501,1,138,83,210,entropy,-0.0,0
uce-2501,2,139,83,210,entropy,-0.0,0
uce-2501,3,140,83,210,entropy,-0.0,0
uce-2501,4,141,83,210,entropy,-0.0,0
uce-2501,5,142,83,210,entropy,-0.0,0
uce-2501,6,143,83,210,entropy,-0.0,0
uce-2501,7,144,83,210,entropy,-0.0,0
uce-2501,8,145,83,210,entropy,-0.0,0
uce-2501,9,146,83,210,entropy,-0.0,0
uce-2501,10,147,83,210,entropy,-0.0,0
uce-2501,11,148,83,210,entropy,-0.0,0
uce-2501,12,149,83,210,entropy,0.8112781244591328,0
uce-2501,13,150,83,210,entropy,-0.0,0
uce-2501,14,151,83,210,entropy,-0.0,0
uce-2501,15,152,83,210,entropy,0.8112781244591328,0
uce-2501,16,153,83,210,entropy,-0.0,0
uce-2501,17,154,83,210,entropy,-0.0,0
uce-2501,18,155,83,210,entropy,0.8112781244591328,0
uce-2501,19,156,83,210,entropy,-0.0,0
uce-2501,20,157,83,210,entropy,-0.0,0
uce-2501,21,158,83,210,entropy,1.0,0
uce-2501,22,159,83,210,entropy,-0.0,0
uce-2501,23,160,83,210,entropy,-0.0,0
uce-2501,24,161,83,210,entropy,1.0,0
uce-2501,25,162,83,210,entropy,-0.0,0
uce-2501,26,163,83,210,entropy,-0.0,0
uce-2501,27,164,83,210,entropy,1.0,0
uce-2501,28,165,83,210,entropy,-0.0,0
uce-2501,29,166,83,210,entropy,-0.0,0
uce-2501,30,167,83,210,entropy,1.5,0
uce-2501,31,168,83,210,entropy,-0.0,0
uce-2501,32,169,83,210,entropy,-0.0,0
uce-2501,33,170,83,210,entropy,-0.0,0
uce-2501,34,171,83,210,entropy,-0.0,0
uce-2501,35,172,83,210,entropy,-0.0,0
uce-2501,36,173,83,210,entropy,-0.0,0
uce-2501,37,174,83,210,entropy,-0.0,0
uce-2501,38,175,83,210,entropy,-0.0,0
uce-2501,39,176,83,210,entropy,-0.0,0
uce-2501,40,177,83,210,entropy,-0.0,0
uce-2501,41,178,83,210,entropy,-0.0,0
uce-2501,42,179,83,210,entropy,0.8112781244591328,0
uce-2501,43,180,83,210,entropy,-0.0,0
uce-2501,44,181,83,210,entropy,-0.0,0
uce-2501,45,182,83,210,entropy,1.0,0
uce-2501,46,183,83,210,entropy,-0.0,0
uce-2501,47,184,83,210,entropy,-0.0,0
uce-2501,48,185,83,210,entropy,-0.0,0
uce-2501,49,186,83,210,entropy,-0.0,0
uce-2501,50,187,83,210,entropy,-0.0,0
uce-2501,51,188,83,210,entropy,-0.0,0
uce-2501,52,189,83,210,entropy,-0.0,0
uce-2501,53,190,83,210,entropy,-0.0,0
uce-2501,54,191,83,210,entropy,-0.0,0
uce-2501,55,192,83,210,entropy,-0.0,0
uce-2501,56,193,83,210,entropy,-0.0,0
uce-2501,57,194,83,210,entropy,0.9182958340544896,0
uce-2501,58,195,83,210,entropy,-0.0,0
uce-2501,59,196,83,210,entropy,-0.0,0
uce-2501,60,197,83,210,entropy,1.584962500721156,0
uce-2501,61,198,83,210,entropy,-0.0,0
uce-2501,62,199,83,210,entropy,-0.0,0
uce-2501,63,200,83,210,entropy,-0.0,0
uce-2501,64,201,83,210,entropy,-0.0,0
uce-2501,65,202,83,210,entropy,-0.0,0
uce-2501,66,203,83,210,entropy,0.9182958340544896,0
uce-2501,67,204,83,210,entropy,-0.0,0
uce-2501,68,205,83,210,entropy,-0.0,0
uce-2501,69,206,83,210,entropy,-0.0,0
uce-2501,70,207,83,210,entropy,-0.0,0
uce-2501,71,208,83,210,entropy,-0.0,0
uce-2501,72,209,83,210,entropy,-0.0,0
uce-2501,73,210,83,210,entropy,0.9182958340544896,1
uce-2501,74,211,83,210,entropy,0.9182958340544896,1
uce-2501,75,212,83,210,entropy,0.9182958340544896,1
uce-2501,76,213,83,210,entropy,-0.0,1
uce-2501,77,214,83,210,entropy,-0.0,1
uce-2501,78,215,83,210,entropy,-0.0,1
uce-2501,79,216,83,210,entropy,-0.0,1
uce-2501,80,217,83,210,entropy,-0.0,1
uce-2501,81,218,83,210,entropy,0.9182958340544896,1
uce-2501,82,219,83,210,entropy,-0.0,1
uce-2501,83,220,83,210,entropy,-0.0,1
uce-2501,84,221,83,210,entropy,0.9182958340544896,1
uce-2501,85,222,83,210,entropy,0.9182958340544896,1
uce-2501,86,223,83,210,entropy,0.9182958340544896,1
uce-2501,87,224,83,210,entropy,-0.0,1
uce-2501,88,225,83,210,entropy,-0.0,1
uce-2501,89,226,83,210,entropy,0.9182958340544896,1
uce-2501,90,227,83,210,entropy,0.9182958340544896,1
uce-2501,91,228,83,210,entropy,-0.0,1
uce-2501,92,229,83,210,entropy,-0.0,1
uce-2501,93,230,83,210,entropy,-0.0,1
uce-2501,94,231,83,210,entropy,0.9182958340544896,1
uce-2501,95,232,83,210,entropy,-0.0,1
uce-2501,96,233,83,210,entropy,-0.0,1
uce-2501,97,234,83,210,entropy,-0.0,1
uce-2501,98,235,83,210,entropy,-0.0,1
uce-2501,99,236,83,210,entropy,1.584962500721156,1
uce-2501,100,237,83,210,entropy,-0.0,1
uce-2501,101,238,83,210,entropy,-0.0,1
uce-2501,102,239,83,210,entropy,0.9182958340544896,1
uce-2501,103,240,83,210,entropy,-0.0,1
uce-2501,104,241,83,210,entropy,-0.0,1
uce-2501,105,242,83,210,entropy,0.9182958340544896,1
uce-2501,106,243,83,210,entropy,-0.0,1
uce-2501,107,244,83,210,entropy,-0.0,1
uce-2501,108,245,83,210,entropy,-0.0,1
uce-2501,109,246,83,210,entropy,-0.0,1
uce-2501,110,247,83,210,entropy,-0.0,1
uce-2501,111,248,83,210,entropy,-0.0,1
uce-2501,112,249,83,210,entropy,-0.0,1
uce-2501,113,250,83,210,entropy,0.9182958340544896,1
uce-2501,114,251,83,210,entropy,0.9182958340544896,1
uce-2501,115,252,83,210,entropy,-0.0,1
uce-2501,116,253,83,210,entropy,-0.0,1
uce-2501,117,254,83,210,entropy,-0.0,1
uce-2501,118,255,83,210,entropy,-0.0,1
uce-2501,119,256,83,210,entropy,0.9182958340544896,1
uce-2501,120,257,83,210,entropy,-0.0,1
uce-2501,121,258,83,210,entropy,-0.0,1
uce-2501,122,259,83,210,entropy,-0.0,1
uce-2501,123,260,83,210,entropy,-0.0,1
uce-2501,124,261,83,210,entropy,-0.0,1
uce-2501,125,262,83,210,entropy,-0.0,1
uce-2501,126,263,83,210,entropy,0.9182958340544896,1
uce-2501,127,264,83,210,entropy,-0.0,1
uce-2501,128,265,83,210,entropy,0.9182958340544896,1
uce-2501,129,266,83,210,entropy,-0.0,1
uce-2501,130,267,83,210,entropy,-0.0,1
uce-2501,131,268,83,210,entropy,-0.0,1
uce-2501,132,269,83,210,entropy,-0.0,1
uce-2501,133,270,83,210,entropy,-0.0,1
uce-2501,134,271,83,210,entropy,-0.0,1
uce-2501,135,272,83,210,entropy,-0.0,1
uce-2501,136,273,83,210,entropy,-0.0,1
