name,uce_site,aln_site,window_start,window_stop,type,value,plot_mtx
uce-1547,23,116,50,100,entropy,-0.0,1
uce-1547,24,117,50,100,entropy,-0.0,1
uce-1547,25,118,50,100,entropy,-0.0,1
uce-1547,26,119,50,100,entropy,-0.0,1
uce-1547,27,120,50,100,entropy,0.8112781244591328,1
uce-1547,28,121,50,100,entropy,-0.0,1
uce-1547,29,122,50,100,entropy,1.0,1
uce-1547,30,123,50,100,entropy,0.8112781244591328,1
uce-1547,31,124,50,100,entropy,-0.0,1
uce-1547,32,125,50,100,entropy,1.5,1
uce-1547,33,126,50,100,entropy,0.8112781244591328,1
uce-1547,34,127,50,100,entropy,-0.0,1
uce-1547,35,128,50,100,entropy,0.9182958340544896,1
uce-1547,36,129,50,100,entropy,-0.0,1
uce-1547,37,130,50,100,entropy,0.9182958340544896,1
uce-1547,38,131,50,100,entropy,0.9182958340544896,1
uce-1547,39,132,50,100,entropy,-0.0,1
uce-1547,40,133,50,100,entropy,-0.0,1
uce-1547,41,134,50,100,entropy,0.9182958340544896,1
uce-1547,42,135,50,100,entropy,1.584962500721156,1
uce-1547,43,136,50,100,entropy,0.9182958340544896,1
uce-1547,44,137,50,100,entropy,0.9182958340544896,1
uce-1547,45,138,50,100,entropy,0.9182958340544896,1
uce-1547,46,139,50,100,entropy,0.9182958340544896,1
uce-1547,47,140,50,100,entropy,0.9182958340544896,1
uce-1547,48,141,50,100,entropy,-0.0,1
uce-1547,49,142,50,100,entropy,0.9182958340544896,1
uce-1547,50,143,50,100,entropy,0.9182958340544896,1
uce-1547,51,144,50,100,entropy,0.9182958340544896,1
uce-1547,52,145,50,100,entropy,-0.0,1
uce-1547,53,146,50,100,entropy,0.9182958340544896,1
uce-1547,54,147,50,100,entropy,-0.0,1
uce-1547,55,148,50,100,entropy,1.584962500721156,1
uce-1547,56,149,50,100,entropy,0.9182958340544896,1
uce-1547,57,150,50,100,entropy,0.9182958340544896,1
uce-1547,58,151,50,100,entropy,0.9182958340544896,1
uce-1547,59,152,50,100,entropy,-0.0,1
uce-1547,60,153,50,100,entropy,-0.0,1
uce-1547,61,154,50,100,entropy,-0.0,1
uce-1547,62,155,50,100,entropy,0.9182958340544896,1
uce-1547,63,156,50,100,entropy,-0.0,1
uce-1547,64,157,50,100,entropy,1.584962500721156,1
uce-1547,65,158,50,100,entropy,-0.0,1
uce-1547,66,159,50,100,entropy,-0.0,1
uce-1547,67,160,50,100,entropy,0.9182958340544896,1
uce-1547,68,161,50,100,entropy,0.9182958340544896,1
uce-1547,69,162,50,100,entropy,-0.0,1
uce-1547,70,163,50,100,entropy,0.9182958340544896,1
uce-1547,71,164,50,100,entropy,-0.0,1
uce-1547,72,165,50,100,entropy,-0.0,1
uce-1547,73,166,50,100,entropy,0.9182958340544896,1
uce-1547,74,167,50,100,entropy,-0.0,1
uce-1547,75,168,50,100,entropy,-0.0,1
uce-1547,76,169,50,100,entropy,-0.0,1
uce-1547,77,170,50,100,entropy,-0.0,1
uce-1547,78,171,50,100,entropy,-0.0,1
uce-1547,79,172,50,100,entropy,-0.0,1
uce-1547,80,173,50,100,entropy,-0.0,1
uce-1547,81,174,50,100,entropy,-0.0,1
uce-1547,82,175,50,100,entropy,-0.0,1
uce-1547,83,176,50,100,entropy,-0.0,1
uce-1547,84,177,50,100,entropy,-0.0,1
uce-1547,85,178,50,100,entropy,1.584962500721156,1
uce-1547,86,179,50,100,entropy,-0.0,1
uce-1547,87,180,50,100,entropy,-0.0,1
uce-1547,88,181,50,100,entropy,-0.0,1
uce-1547,89,182,50,100,entropy,-0.0,1
uce-1547,90,183,50,100,entropy,-0.0,1
uce-1547,91,184,50,100,entropy,0.9182958340544896,1
uce-1547,92,185,50,100,entropy,-0.0,1
uce-1547,93,186,50,100,entropy,-0.0,1
