INFO     | 2018-05-30 09:34:03,132 | config     | Loading configuration at './partition_finder.cfg'
INFO     | 2018-05-30 09:34:07,253 | analysis_m |       Finding the best partitioning scheme
INFO     | 2018-05-30 09:34:07,259 | analysis_m |       Combining subsets: 'uce-1547_left' and 'uce-1547_core'
INFO     | 2018-05-30 09:34:07,260 | analysis_m |       This improves the aicc score by: 21.168486597
INFO     | 2018-05-30 09:34:07,262 | analysis_m |       The best scheme has 2 subsets and improves the aicc score by 21.17 to 1031.7
INFO     | 2018-05-30 09:34:07,302 | analysis_m |    *** Relaxed clustering algorithm step 2 of up to 2 ***
INFO     | 2018-05-30 09:34:07,303 | analysis_m |       Measuring the similarity of 1 subset pairs
INFO     | 2018-05-30 09:34:07,304 | analysis_m |       Choosing the 1 most similar subset pairs
INFO     | 2018-05-30 09:34:07,305 | analysis_m |       Analysing 1 new subset pairs
INFO     | 2018-05-30 09:34:07,807 | progress   |       Finished subset 1/1, 100.00 percent done
INFO     | 2018-05-30 09:34:07,808 | analysis_m |       Finding the best partitioning scheme
INFO     | 2018-05-30 09:34:07,810 | analysis_m |       Found no schemes that improve the score, stopping
INFO     | 2018-05-30 09:34:07,810 | analysis_m |    Relaxed clustering algorithm finished after 2 steps
INFO     | 2018-05-30 09:34:07,810 | analysis_m |    Best scoring scheme is scheme step_1, with aicc score of 1031.737
INFO     | 2018-05-30 09:34:07,851 | model_util |    Information on best scheme is here: ./analysis/best_scheme.txt
INFO     | 2018-05-30 09:34:07,906 | model_util |    
INFO     | 2018-05-30 09:34:07,907 | model_util |    
INFO     | 2018-05-30 09:34:07,907 | model_util |    *Citations for this analysis*
INFO     | 2018-05-30 09:34:07,908 | model_util |    -----------------------------
INFO     | 2018-05-30 09:34:07,908 | model_util |    
INFO     | 2018-05-30 09:34:07,908 | model_util |    If you use this analysis in your published work, please cite the following papers on which your analysis relied.
INFO     | 2018-05-30 09:34:07,909 | model_util |    
INFO     | 2018-05-30 09:34:07,909 | model_util |    For the version of PartitionFinder you used, please cite:
INFO     | 2018-05-30 09:34:07,910 | model_util |    Lanfear, R., Calcott, B., Frandsen, P. Forthcoming. PartitionFinder 2: new methods for selecting partitioning schemes and models of molecular evolution for large datasets. In preparation.
INFO     | 2018-05-30 09:34:07,910 | model_util |    
INFO     | 2018-05-30 09:34:07,910 | model_util |    For the rclusterf algorithm you used, please cite:
INFO     | 2018-05-30 09:34:07,911 | model_util |    Lanfear, R., Calcott, B., Kainer, D., Mayer, C., & Stamatakis, A. (2014). Selecting optimal partitioning schemes for phylogenomic datasets. BMC evolutionary biology, 14(1), 82.
INFO     | 2018-05-30 09:34:07,911 | model_util |    
INFO     | 2018-05-30 09:34:07,911 | model_util |    Your analysis also used RAxML, so please cite:
INFO     | 2018-05-30 09:34:07,912 | model_util |    Stamatakis, A. (2014). RAxML version 8: a tool for phylogenetic analysis and post-analysis of large phylogenies. Bioinformatics, 30(9), 1312-1313.
INFO     | 2018-05-30 09:34:07,912 | model_util |    
INFO     | 2018-05-30 09:34:07,941 | main       | Total processing time: 0:00:04 (h:m:s)
INFO     | 2018-05-30 09:34:07,942 | main       | Processing complete.
